title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
Fully furnished bedroom for rent,875,2024-02-26T03:50:01.000Z,"North Street, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/fully-furnished-bedroom-for-rent/1686463985,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Fully-Furnished, Self-Contained, 1-Bedroom Unit",1900,2024-02-26T02:43:31.000Z,"Brook Street, Halifax, NS",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fully-furnished-self-contained-1-bedroom-unit/1686459587,Kijiji User,Owner,1,Month-to-month,Limited,01-Apr-24,950,Yes,Yes,No,,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
Parking on Windsor Street in Halifax,104,2024-02-26T00:32:34.000Z,"2712 Windsor Street, Halifax, NS, B3K 5E2",,,,https://www.kijiji.ca/v-storage-parking/city-of-halifax/parking-on-windsor-street-in-halifax/1624186513,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ready Jan 1st One Bedroom + Den Apartment in Clayton Park,2095,2024-02-26T00:32:30.000Z,"333 Main Avenue, Halifax, NS, B3S 0B6",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ready-jan-1st-one-bedroom-den-apartment-in-clayton-park/1667688538,Kijiji User,Professional,0,1 Year,Limited,01-Jan-24,"1,250",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Unlimited office access in Founders Square,149,2024-02-26T00:32:27.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/unlimited-office-access-in-founders-square/1512520861,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Beds 2 Baths - Apartment in Queen's Marque,3660,2024-02-25T19:18:58.000Z,"1715 Lower Water Street, Halifax, NS",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-beds-2-baths-apartment-in-queens-marque/1686416702,Kijiji User,Owner,0,1 Year,Yes,01-Mar-24,989,No,Yes,No,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
Private Room For rent,735,2024-02-25T18:44:56.000Z,"Halifax, NS B3H 3H8",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent/1686412629,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Bedroom,800,2024-02-25T18:38:31.000Z,"Gorsebud Close, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/bedroom/1670545376,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Need room ,700,2024-02-25T18:07:06.000Z,"1312 Birmingham St, Halifax, B3J 2J2",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/need-room/1686407989,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A room for rent in a 3bedroom 2.5bath,850,2024-02-25T17:40:12.000Z,"34 Northumberland Ln, Halifax, B3M 1R7",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/a-room-for-rent-in-a-3bedroom-2-5bath/1686404574,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Outside Space 24/7 access, Clayton Park West, Lacewood/Parkland",83,2024-02-25T16:05:15.000Z,"40 Regency Park Drive, Halifax, NS",,,,https://www.kijiji.ca/v-storage-parking/city-of-halifax/outside-space-24-7-access-clayton-park-west-lacewood-parkland/1683046776,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
One bedroom for sublet,1000,2024-02-25T15:57:38.000Z,"Halifax, NS B3S 1E4",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/one-bedroom-for-sublet/1686391588,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-091 Beautifully upgraded & FURNISHED Downtown Halifax,2275,2024-02-25T00:42:07.000Z,"Bishop Street, Halifax, NS, B3J 1C9",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/23-091-beautifully-upgraded-furnished-downtown-halifax/1675915275,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
One bedroom in a three bedroom apartment for sublet ,1000,2024-02-24T15:38:01.000Z,"Dalhousie University, 1404 Seymour St, Halifax, NS B3H 3M6",,3,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/one-bedroom-in-a-three-bedroom-apartment-for-sublet/1686285216,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"2 FURNISHED BEDROOMS available NEAR DAL, DOWNTOWN immediately",997,2024-02-24T15:29:14.000Z,"6177 Jubilee Rd, Halifax, NS B3H 2E9, Canada",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/2-furnished-bedrooms-available-near-dal-downtown-immediately/1686284267,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxury waterfront apartment for sublet.  May-August,,2024-02-24T15:25:56.000Z,"Halifax, NS B3J",,2 + Den,2.5,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/luxury-waterfront-apartment-for-sublet-may-august/1686283872,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Flexible Office Work Space for Lease,,2024-02-24T00:51:31.000Z,"110 Chain Lake Drive, Halifax, NS, B3S 1A9",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/flexible-office-work-space-for-lease/1600804185,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Somerset Place Apartments - 1 Bdrm available at 1030 South Park ,1970,2024-02-24T00:51:04.000Z,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/somerset-place-apartments-1-bdrm-available-at-1030-south-park/1670341598,Kijiji User,Professional,0,1 Year,Yes,,660,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No
The Welsford Apartments - Bachelor available at 2074 Robie Stree,1750,2024-02-24T00:51:03.000Z,"2074 Robie Street, Halifax, NS, B3K 5L3",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-welsford-apartments-bachelor-available-at-2074-robie-stree/1670341564,Kijiji User,Professional,0,1 Year,Yes,,507,No,No,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
Somerset Place Apartments - 2 Bdrm available at 1030 South Park ,2735,2024-02-24T00:51:03.000Z,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/somerset-place-apartments-2-bdrm-available-at-1030-south-park/1670341559,Kijiji User,Professional,0,1 Year,Yes,01-Apr-24,950,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No
Near Hydrostone: Get on the List! Large North End Apartments,,2024-02-24T00:50:02.000Z,"3807 Mont Blanc Terrace, Halifax, NS, B3K 6R9",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/near-hydrostone:-get-on-the-list-large-north-end-apartments/1611659146,Kijiji User,Professional,0,1 Year,No,,"1,400",No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
Halifax Apartments – Scotia Tower - 1 Bdrm available at 1991 Bru,1895,2024-02-24T00:48:55.000Z,"1991 Brunswick Street, Halifax, NS, B3J 3L8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-apartments-scotia-tower-1-bdrm-available-at-1991-bru/1673116157,Kijiji User,Professional,0,Month-to-month,Yes,,659,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Bright & spacious studio space for rent,,2024-02-24T00:09:26.000Z,"McQuade Lake Crescent, Halifax, NS",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/bright-spacious-studio-space-for-rent/1680533646,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Bently - 1 Bedroom, 1 Bathroom Apartment for Rent",1995,2024-02-23T21:42:01.000Z,"15 Bently Drive, Halifax, NS, B2S 0G2",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bently-1-bedroom-1-bathroom-apartment-for-rent/1686217823,Kijiji User,Professional,0,1 Year,Limited,01-May-24,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
"(Reduce) 1 bed+1 den, 1 beth for Friends or couple (furnitured)",1600,2024-02-23T21:34:47.000Z,"769 Bower Rd, Halifax, NS B3H 4N3",Basement,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/reduce-1-bed-1-den-1-beth-for-friends-or-couple-furnitured/1686217323,Kijiji User,Owner,1,1 Year,No,01-Mar-24,750,Yes,No,No,,,,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
MAY 1 - SEPTEMBER 1 SUBLET,990,2024-02-23T19:29:43.000Z,"Seymour Street, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/may-1-september-1-sublet/1686204131,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Lease take over!! 1 BED 1 BATH, CONNAUGHT AVENUE",1890,2024-02-23T18:45:34.000Z,"Connaught Avenue, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-take-over-1-bed-1-bath-connaught-avenue/1686009268,Kijiji User,Owner,1,1 Year,Yes,01-Mar-24,500,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
Access professional coworking space in Founders Square,279,2024-02-23T18:08:18.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/access-professional-coworking-space-in-founders-square/1520624400,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3Bed - Lakefront Split Entry Duplex,2450,2024-02-23T18:04:47.000Z,"214 Albro Lake Road, Dartmouth, NS, B3A 3Z2",Duplex/Triplex,3,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3bed-lakefront-split-entry-duplex/1682896089,Kijiji User,Professional,2,1 Year,Yes,01-Apr-24,Not Available,No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
Represent your business professionally,205,2024-02-23T18:02:49.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/represent-your-business-professionally/1522546526,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Parking on Barrington Street in Halifax,173,2024-02-23T18:02:09.000Z,"1343 Barrington Street, Halifax, NS, B3J 1Y9",,,,https://www.kijiji.ca/v-storage-parking/city-of-halifax/parking-on-barrington-street-in-halifax/1653493256,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
All-inclusive access to professional office space for 15 persons,5467,2024-02-23T18:01:50.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/all-inclusive-access-to-professional-office-space-for-15-persons/1520807758,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"The Junction - 1 Bedroom, 2 Bathroom, PH Apartment for Rent",2505,2024-02-23T18:00:31.000Z,"3075 Devonshire Avenue, Halifax, NS, B3K 0H5",Apartment,1,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-junction-1-bedroom-2-bathroom-ph-apartment-for-rent/1683159842,Kijiji User,Professional,0,1 Year,Yes,,880,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No
Commercial Space in Vertu Shops Downtown Halifax,,2024-02-23T17:59:03.000Z,"1535 Dresden Row, Halifax, NS, B3J 3T1",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-in-vertu-shops-downtown-halifax/1647421905,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Commercial Space Downtown Halifax Vertu Shops,,2024-02-23T17:58:57.000Z,"1535 Dresden Row, Halifax, NS, B3J 3T1",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-downtown-halifax-vertu-shops/1647421837,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cunard Court – Lowrise - 1 Bdrm available at 2073-2077 Brunswick,1995,2024-02-23T17:57:15.000Z,"2077 Brunswick Street, Halifax, NS, B3K 5T8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cunard-court-lowrise-1-bdrm-available-at-2073-2077-brunswick/1680840015,Kijiji User,Professional,0,Month-to-month,Yes,,620,No,No,No,,,,,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
Fully serviced open plan office space for you and your team,4286,2024-02-23T17:56:02.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/fully-serviced-open-plan-office-space-for-you-and-your-team/1505800359,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Room for rent,950,2024-02-23T17:24:31.000Z,"Halifax, NS B3H 3K4",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent/1686189916,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Northwood Manor's Supportive Living Apartments,1994,2024-02-23T15:18:52.000Z,"Halifax, NS B3K 3C5",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/northwood-manors-supportive-living-apartments/1686176828,Kijiji User,Professional,0,Month-to-month,Limited,01-Mar-24,300,No,No,No,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
1 Bdrm Apartments Available May 1st Next to Dalhousie!,2050,2024-02-23T14:34:31.000Z,"1521 Lemarchant Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bdrm-apartments-available-may-1st-next-to-dalhousie/1686172849,Kijiji User,Professional,0,1 Year,Limited,01-May-24,690,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"Terrace View - 2 Bedroom, 1 Bathroom Apartment for Rent",2050,2024-02-23T13:42:00.000Z,"41 Cowie Hill Road, Halifax, NS, B3P 2M7",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/terrace-view-2-bedroom-1-bathroom-apartment-for-rent/1686165986,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
"Azure - 2 Bedroom, 2 Bathroom, Den Apartment for Rent",2300,2024-02-23T13:30:00.000Z,"16 Bently Drive, Halifax, NS, B3S 0G9",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/azure-2-bedroom-2-bathroom-den-apartment-for-rent/1686166112,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes
"Glenbourne Gardens - 2 Bedroom, 2 Bathroom Apartment for Rent",1975,2024-02-23T13:18:00.000Z,"634 Parkland Drive, Halifax, NS, B3S 1M8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/glenbourne-gardens-2-bedroom-2-bathroom-apartment-for-rent/1686165944,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
House for Rent,3200,2024-02-23T12:45:40.000Z,"Halifax, NS B3M 4H2",Townhouse,3 + Den,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/house-for-rent/1686164392,Kijiji User,Owner,2,1 Year,No,01-Apr-24,"1,800",No,No,Outdoors only,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Transfer master bedroom sub-lease,1000,2024-02-23T05:36:16.000Z,"Halifax, NS B3H 1Y3",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/transfer-master-bedroom-sub-lease/1686154991,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Three bedroom basement ,800,2024-02-23T02:10:23.000Z,"Halifax, NS, B3M4M9 ",Basement,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/three-bedroom-basement/1686145485,Kijiji User,Owner,0,1 Year,Yes,01-Mar-24,"1,000",No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Versatile Office with Abundant Free Parking in Bayers Lake,,2024-02-23T00:27:45.000Z,"155 Chain Lake Drive, Halifax, NS, B3S 1B3",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/versatile-office-with-abundant-free-parking-in-bayers-lake/1534921378,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Spacious 3-Bedroom Apartment - Last unit Available!!!,4050,2024-02-23T00:27:44.000Z,"50 Bedford Hwy, Halifax, NS, B3M 2J2",,3,2,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/spacious-3-bedroom-apartment-last-unit-available/1683309741,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Commercial Space Downtown Halifax for January,,2024-02-23T00:27:41.000Z,"1535 Dresden Row, Halifax, NS, B3J 3T1",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-downtown-halifax-for-january/1675791320,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
New Construction Ground Level Retail/Commercial Space for Lease,,2024-02-23T00:27:39.000Z,"2287 Prospect Road, Hatchett Lake, NS, B3T 1S9",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/new-construction-ground-level-retail-commercial-space-for-lease/1615625893,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Private office space for 3 persons in Founders Square,1501,2024-02-23T00:27:33.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/private-office-space-for-3-persons-in-founders-square/1523323936,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Fully serviced private office space for you and your team,1652,2024-02-23T00:27:33.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/fully-serviced-private-office-space-for-you-and-your-team/1523323938,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Halifax Rooms for Rent,990,2024-02-22T21:07:25.000Z,"Halifax, NS B3M 1Z2",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/halifax-rooms-for-rent/1686123009,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2-Bedroom Sublet on corner of Compton and Windsor street,1850,2024-02-22T20:24:24.000Z,"Halifax, NS B3K 5B7",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-sublet-on-corner-of-compton-and-windsor-street/1686119219,Kijiji User,Owner,0,Month-to-month,Limited,21-Apr-24,850,No,No,No,,,,,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
"Spring Garden - Bachelor available at 5770 Spring Garden Road, H",1805,2024-02-22T18:48:00.000Z,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spring-garden-bachelor-available-at-5770-spring-garden-road-h/1686106576,Kijiji User,Professional,0,1 Year,Yes,01-Jun-24,491,No,No,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Fantastic one bedroom in Halifax's North-end- MAY 1ST,1995,2024-02-22T17:54:01.000Z,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-one-bedroom-in-halifaxs-north-end-may-1st/1686103665,Kijiji User,Professional,0,1 Year,No,01-May-24,Not Available,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No
"Sublet Room - 40 Acadia Street, Wolfville",725,2024-02-22T17:33:37.000Z,"Middle Sackville, NS B4E",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/sublet-room-40-acadia-street-wolfville/1686101828,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South End Bachelor apartment ,1350,2024-02-22T16:49:28.000Z,"5681 Rhuland St, Halifax, NS B3H 4J6",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-bachelor-apartment/1686097542,Kijiji User,Owner,0,1 Year,No,01-Mar-24,420,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No
"Furnished 3 Bedroom, 2 Bathroom  Suites in West Bedford",4295,2024-02-22T15:53:03.000Z,"Halifax, NS B3M 2L8",,3,2,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/furnished-3-bedroom-2-bathroom-suites-in-west-bedford/1686091965,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"James Street, Timberlea - 3 bedroom/1 bath/dining area",2450,2024-02-22T15:37:48.000Z,"James Street, Timberlea, NS",Duplex/Triplex,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/james-street-timberlea-3-bedroom-1-bath-dining-area/1686090587,Kijiji User,Owner,2,1 Year,Limited,01-Mar-24,"1,200",No,Yes,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No
"Sublet on Carlton St, May 1-August 30",900,2024-02-22T14:50:33.000Z,"Carlton Street, Halifax, NS",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/sublet-on-carlton-st-may-1-august-30/1686086090,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 and 2 bedroom apartment north end construction new build,2075,2024-02-22T13:57:57.000Z,"Bilby Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-and-2-bedroom-apartment-north-end-construction-new-build/1686081131,Kijiji User,Owner,0,1 Year,Limited,01-Feb-24,500,No,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4 Bedroom House for Rent,2900,2024-02-22T13:52:51.000Z,"Halifax, NS B3N 2E4",House,4,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-for-rent/1686075582,Kijiji User,Owner,3+,1 Year,Yes,01-Mar-24,"1,700",Yes,No,Outdoors only,,,,,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
"3 Bedroom house available May 1, 2024",2500,2024-02-22T13:22:47.000Z,"Halifax, NS B3M 3V4",House,3,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-house-available-may-1-2024/1686078821,Kijiji User,Owner,2,1 Year,Yes,01-May-24,"1,500",No,No,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Lease Takeover: Luxurious 1 Bedroom 1 Bath on Quinpool,2295,2024-02-22T11:40:02.000Z,"Halifax, NS B3L 1A5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-takeover:-luxurious-1-bedroom-1-bath-on-quinpool/1686074425,Kijiji User,Owner,0,1 Year,Limited,01-Apr-24,848,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
Two Bedroom Apartment in Clayton Park,1895,2024-02-22T11:22:44.000Z,"Langbrae Drive, Halifax, NS",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-apartment-in-clayton-park/1686074049,Kijiji User,Owner,1,1 Year,Limited,01-Mar-24,"1,100",No,No,Yes,,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
"$800 1 private room, utilities included.",800,2024-02-22T04:55:35.000Z,"Halifax, NS B3M",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/800-1-private-room-utilities-included/1686066532,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Empress Gardens - 3 Bedroom, 2 Bathroom, Den Apartment for Rent",2720,2024-02-22T00:41:59.000Z,"461 Larry Uteck, Halifax, NS, B3M 0H3",Apartment,3 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/empress-gardens-3-bedroom-2-bathroom-den-apartment-for-rent/1683226942,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes
Fully serviced private office space for you and your team,462,2024-02-22T00:41:51.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/fully-serviced-private-office-space-for-you-and-your-team/1523171478,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
