,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
800,"Spring Garden - Bachelor available at 5770 Spring Garden Road, H",18050.0,2024-02-22 18:48:00+00:00,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spring-garden-bachelor-available-at-5770-spring-garden-road-h/1686106576,Professional,0.0,1 Year,Yes,2024-06-01 00:00:00.000000000,491.0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True
801,Fantastic one bedroom in Halifax's North-end- MAY 1ST,19950.0,2024-02-22 17:54:01+00:00,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-one-bedroom-in-halifaxs-north-end-may-1st/1686103665,Professional,0.0,1 Year,No,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
802,"Sublet Room - 40 Acadia Street, Wolfville",7250.0,2024-02-22 17:33:37+00:00,"Middle Sackville, NS B4E",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/sublet-room-40-acadia-street-wolfville/1686101828,Owner,0.0,1 Year,Limited,2024-03-31 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803,South End Bachelor apartment ,13500.0,2024-02-22 16:49:28+00:00,"5681 Rhuland St, Halifax, NS B3H 4J6",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-bachelor-apartment/1686097542,Owner,0.0,1 Year,No,2024-03-01 00:00:00.000000000,420.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False
804,"Furnished 3 Bedroom, 2 Bathroom  Suites in West Bedford",42950.0,2024-02-22 15:53:03+00:00,"Halifax, NS B3M 2L8",Apartment,3.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/furnished-3-bedroom-2-bathroom-suites-in-west-bedford/1686091965,Owner,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805,"James Street, Timberlea - 3 bedroom/1 bath/dining area",24500.0,2024-02-22 15:37:48+00:00,"James Street, Timberlea, NS",Duplex/Triplex,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/james-street-timberlea-3-bedroom-1-bath-dining-area/1686090587,Owner,2.0,1 Year,Limited,2024-03-01 00:00:00.000000000,1200.0,False,True,False,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False
806,"Sublet on Carlton St, May 1-August 30",9000.0,2024-02-22 14:50:33+00:00,"Carlton Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/sublet-on-carlton-st-may-1-august-30/1686086090,Owner,0.0,1 Year,Limited,2024-02-15 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807,1 and 2 bedroom apartment north end construction new build,20750.0,2024-02-22 13:57:57+00:00,"Bilby Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-and-2-bedroom-apartment-north-end-construction-new-build/1686081131,Owner,0.0,1 Year,Limited,2024-02-01 00:00:00.000000000,500.0,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True
808,4 Bedroom House for Rent,29000.0,2024-02-22 13:52:51+00:00,"Halifax, NS B3N 2E4",House,4.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-for-rent/1686075582,Owner,3.0,1 Year,Yes,2024-03-01 00:00:00.000000000,1700.0,True,False,outdoors only,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False
809,"3 Bedroom house available May 1, 2024",25000.0,2024-02-22 13:22:47+00:00,"Halifax, NS B3M 3V4",House,3.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-house-available-may-1-2024/1686078821,Owner,2.0,1 Year,Yes,2024-05-01 00:00:00.000000000,1500.0,False,False,outdoors only,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False
810,Lease Takeover: Luxurious 1 Bedroom 1 Bath on Quinpool,22950.0,2024-02-22 11:40:02+00:00,"Halifax, NS B3L 1A5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-takeover:-luxurious-1-bedroom-1-bath-on-quinpool/1686074425,Owner,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,848.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True
811,Two Bedroom Apartment in Clayton Park,18950.0,2024-02-22 11:22:44+00:00,"Langbrae Drive, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-apartment-in-clayton-park/1686074049,Owner,1.0,1 Year,Limited,2024-03-01 00:00:00.000000000,1100.0,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False
812,"$800 1 private room, utilities included.",8000.0,2024-02-22 04:55:35+00:00,"Halifax, NS B3M",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/800-1-private-room-utilities-included/1686066532,Private seller,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813,"Empress Gardens - 3 Bedroom, 2 Bathroom, Den Apartment for Rent",27200.0,2024-02-22 00:41:59+00:00,"461 Larry Uteck, Halifax, NS, B3M 0H3",Apartment,3.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/empress-gardens-3-bedroom-2-bathroom-den-apartment-for-rent/1683226942,Professional,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True
814,Fully serviced private office space for you and your team,4620.0,2024-02-22 00:41:51+00:00,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/fully-serviced-private-office-space-for-you-and-your-team/1523171478,Professional,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815,Private office space tailored to your business’ unique needs,43100.0,2024-02-22 00:41:36+00:00,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/private-office-space-tailored-to-your-business-unique-needs/1523134552,Professional,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816,Professional office space in Founders Square,9250.0,2024-02-22 00:41:36+00:00,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/professional-office-space-in-founders-square/1523134554,Professional,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817,Office Space for Rent,1230.0,2024-02-21 21:21:29+00:00,"Spring Garden Rd, Halifax, NS, B3H1Y6",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/office-space-for-rent/1686037320,Owner,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818,Newly Renovated 1 Bedroom Apartment - March 1st,16950.0,2024-02-21 15:25:34+00:00,"3315 Westerwald Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-1-bedroom-apartment-march-1st/1668053067,Owner,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,700.0,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False
819,Room for rent,10000.0,2024-02-21 15:20:36+00:00,"Halifax, NS, B3T 1X6",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent/1677424825,Private seller,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820,2BED/2Bath flat @ DAL w/ EVERYTHING INCLUDED,25000.0,2024-02-21 12:49:56+00:00,"Halifax, NS B3H 3H3",Duplex/Triplex,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2bed-2bath-flat-dal-w-everything-included/1685990468,Owner,0.0,1 Year,No,2024-03-01 00:00:00.000000000,1500.0,True,False,outdoors only,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
821,"3-Bedroom Summer Sublet (May-Aug 2024) 1836 Robie St, Halifax",30000.0,2024-02-21 02:10:51+00:00,"Robie Street, Halifax, NS",Apartment,3.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/3-bedroom-summer-sublet-may-aug-2024-1836-robie-st-halifax/1685971368,Owner,0.0,1 Year,Limited,2024-03-31 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822,Looking for a 1-2 bedroom apartment for May 1,10000.0,2024-02-21 01:17:32+00:00,"6299 South St, Halifax, NS B3H 4J1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-a-1-2-bedroom-apartment-for-may-1/1685967967,Owner,1.0,1 Year,No,2024-05-01 00:00:00.000000000,500.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823,Commercial Space on Spring Garden Road un Halifax,270.0,2024-02-21 00:20:08+00:00,"5954 Spring Garden Road, Halifax, NS, B3H 1Y7",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-on-spring-garden-road-un-halifax/1667208886,Professional,0.0,1 Year,Limited,2024-04-25 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824,Halifax Apartments – MacKeen Towers - 1 Bdrm available at 2001 B,19500.0,2024-02-21 00:19:24+00:00,"2001 Brunswick Street, Halifax, NS, B3J 3L8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-apartments-mackeen-towers-1-bdrm-available-at-2001-b/1675568476,Professional,0.0,Month-to-month,Yes,2024-04-19 00:00:00.000000000,741.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True
825,Commercial Office Space for Rent Oxford Street West End Halifax,7000.0,2024-02-21 00:14:32+00:00,"Oxford Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-office-space-for-rent-oxford-street-west-end-halifax/1685963599,Owner,0.0,1 Year,Limited,2024-04-13 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826,Bedroom for rent ,11250.0,2024-02-20 20:41:48+00:00,"Seymour St, Halifax, NS B3H 3M5",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/bedroom-for-rent/1685946338,Private seller,0.0,1 Year,Limited,2024-04-07 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,Looking for 2-3 bedroom ,22000.0,2024-02-20 20:40:15+00:00,"3367 Federal Ave, Halifax, B3L 3X5",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-2-3-bedroom/1685946212,Owner,0.0,1 Year,No,2024-04-01 00:00:00.000000000,900.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828,Cottage in North End,11500.0,2024-02-20 19:25:08+00:00,"Halifax, NS B3K 1N4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/cottage-in-north-end/1669781726,Private seller,0.0,1 Year,Limited,2024-03-29 04:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829,Private Room - Summer months,8800.0,2024-02-20 17:26:29+00:00,"Chebucto Rd, Halifax, NS B3L 1K5",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-summer-months/1685928513,Private seller,0.0,1 Year,Limited,2024-03-26 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830,1 Bedroom in a 2 bedroom unit,8140.0,2024-02-20 15:32:03+00:00,"Halifax, NS B3L 1T8",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-bedroom-in-a-2-bedroom-unit/1685917986,Private seller,0.0,1 Year,Limited,2024-03-23 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831,1br - All Inclusive,10000.0,2024-02-20 14:35:23+00:00,"6228 Duncan St, Halifax, NS B3L 1K3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1br-all-inclusive/1685912917,Private seller,0.0,1 Year,Limited,2024-03-20 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832,Private room for rent in a 3 bed apartment.,12000.0,2024-02-20 14:16:42+00:00,"Spring Garden Rd, Halifax, NS B3H 1Y5",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-in-a-3-bed-apartment/1685911289,Private seller,0.0,1 Year,Limited,2024-03-17 20:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833,2 Bedroom Unit-South Park St.,29950.0,2024-02-20 14:10:20+00:00,"1581 South Park Street, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-unit-south-park-st/1685910597,Professional,0.0,1 Year,Yes,2024-03-15 00:00:00.000000000,820.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True
834,"Spacious One Bedroom Basement Apartments, Available Now!",10000.0,2024-02-20 08:34:00+00:00,"Halifax, NS B3K",Basement,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-one-bedroom-basement-apartments-available-now/1685895801,Owner,1.0,1 Year,No,2024-02-20 00:00:00.000000000,1500.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False
835,One bedroom available in a two bedroom apartment,9000.0,2024-02-20 03:32:09+00:00,"3693 Windsor Street, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/one-bedroom-available-in-a-two-bedroom-apartment/1680948841,Owner,0.0,1 Year,Limited,2024-03-26 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
836,For May 1st !!,10000.0,2024-02-20 02:40:43+00:00,"90 Alderney Dr, Dartmouth, B2Y 4S8, B0J3A0",House,3.0,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/for-may-1st/1685879568,Owner,2.0,1 Year,Yes,2024-05-01 00:00:00.000000000,2000.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
837,All-inclusive access to coworking space in Purdy's Wharf,2730.0,2024-02-20 00:29:08+00:00,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/all-inclusive-access-to-coworking-space-in-purdys-wharf/1522784409,Professional,0.0,1 Year,Limited,2024-03-08 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
838,Virtual office in Founders Square,2150.0,2024-02-20 00:29:08+00:00,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/virtual-office-in-founders-square/1522784627,Professional,0.0,1 Year,Limited,2024-01-14 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
839,Newly renovated Penthouse for Rent in South End!,36950.0,2024-02-20 00:28:38+00:00,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-penthouse-for-rent-in-south-end/1678163005,Professional,0.0,1 Year,Limited,2023-11-21 00:00:00.000000000,1060.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True
840,19 Twenty Apartments - 2 Bdrm available at 1920 Brunswick Street,27250.0,2024-02-20 00:28:37+00:00,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-2-bdrm-available-at-1920-brunswick-street/1672729970,Professional,0.0,1 Year,Yes,2024-07-01 00:00:00.000000000,890.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True
841,3 bedroom apartment sublet ,9500.0,2024-02-20 00:16:07+00:00,"1412 Seymour St, Halifax, NS B3H 3M5",Apartment,3.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/3-bedroom-apartment-sublet/1685867648,Owner,0.0,1 Year,Limited,2024-05-31 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
842,1 bedroom for sublet (May 1 - August 31),8950.0,2024-02-19 23:11:32+00:00,"Jennings St, Halifax, NS B3H 2C4",Apartment,1.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-for-sublet-may-1-august-31/1685861287,Owner,0.0,Month-to-month,No,2024-05-01 00:00:00.000000000,1.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
843,4 Bedroom Fully Furnished Sublet May 1 - August 31,10000.0,2024-02-19 21:33:48+00:00,"1413 Henry St, Halifax, B3H 3J7",Apartment,4.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/4-bedroom-fully-furnished-sublet-may-1-august-31/1685849990,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
844,Room for Rent-Herring Cove-Avail. immediately,8500.0,2024-02-19 20:03:14+00:00,"Halifax, NS B3R 1Z1",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-herring-cove-avail-immediately/1685838318,Private seller,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
845,Sublet room for May-August,10000.0,2024-02-19 19:51:48+00:00,"Halifax, NS B3H 3S8",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/sublet-room-for-may-august/1685836723,Private seller,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
846,"Seeking roommate in Clayton Park, rent $440",4400.0,2024-02-19 17:23:07+00:00,"Halifax, NS B3S 1N7",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/seeking-roommate-in-clayton-park-rent-440/1685816433,Private seller,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
847,Short term stay available at Clayton Park for females or couples,4500.0,2024-02-19 16:48:43+00:00,"90 Chipstone Close, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/short-term-stay-available-at-clayton-park-for-females-or-couples/1685811565,Private seller,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
848,Summer sublet,9250.0,2024-02-19 14:34:03+00:00,"Hollis Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/summer-sublet/1685793558,Private seller,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849,Luxury Townhouse for Rent - 3 Beds 2.5 Baths,40000.0,2024-02-19 14:08:07+00:00,"Halifax, NS B3K 3R6",Townhouse,3.0,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/luxury-townhouse-for-rent-3-beds-2-5-baths/1685790283,Professional,2.0,1 Year,Limited,2024-05-01 00:00:00.000000000,2100.0,False,True,outdoors only,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
850,A Private Room in a Two Bedroom Apartment  is Available for Rent,10000.0,2024-02-19 11:42:56+00:00,"Herring Cove Road, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/a-private-room-in-a-two-bedroom-apartment-is-available-for-rent/1685779557,Owner,0.0,1 Year,Limited,2024-04-15 18:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
851,"21-099  FABULOUS CONDO ON DRESDEN ROW, DOWNTOWN HALIFAX",29500.0,2024-02-19 00:28:14+00:00,"Dresden Row, Halifax, NS, B3J 2K2",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/21-099-fabulous-condo-on-dresden-row-downtown-halifax/1672687823,Professional,0.0,1 Year,Limited,2024-03-31 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
852,Book a reserved coworking spot or hot desk in Founders Square,3200.0,2024-02-19 00:28:08+00:00,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/book-a-reserved-coworking-spot-or-hot-desk-in-founders-square/1522546855,Professional,0.0,1 Year,Limited,2024-03-16 06:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
853,"3 bed + rec room, 1.5 bath, Exec Townhouse in Clayton Park",31000.0,2024-02-18 17:47:37+00:00,"Willett Street, Halifax, NS",Townhouse,3.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bed-rec-room-1-5-bath-exec-townhouse-in-clayton-park/1685704127,Owner,1.0,1 Year,No,2024-03-01 00:00:00.000000000,1696.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
854,1 Bed 1 Bath Apartment Sublet- South End Halifax,11250.0,2024-02-18 17:31:22+00:00,"Halifax, NS B3H 2N3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-apartment-sublet-south-end-halifax/1685702234,Owner,0.0,Month-to-month,No,2024-05-01 00:00:00.000000000,600.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False
855,Rental properties,10000.0,2024-02-18 14:51:43+00:00,"Halifax, NS B3R 1B4",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rental-properties/1685682937,Owner,2.0,1 Year,Limited,2024-03-01 00:00:00.000000000,900.0,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False
856,"2 adults looking for an apartment in Medicine Hat, Alberta",10000.0,2024-02-18 13:46:57+00:00,"Halifax, NS B3L 4P3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-adults-looking-for-an-apartment-in-medicine-hat-alberta/1685677139,Owner,0.0,1 Year,Yes,2024-02-21 00:00:00.000000000,100.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
857,Room available for rent,4200.0,2024-02-18 13:39:26+00:00,"6455 Quinpool Rd, Halifax, B3L 1B1",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-available-for-rent/1685676552,Private seller,0.0,1 Year,Limited,2024-02-23 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
858,"Office Space for Lease, Sackville NS",10000.0,2024-02-18 12:52:22+00:00,"Lower Sackville, NS B4C 2N1",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/office-space-for-lease-sackville-ns/1685673876,Owner,0.0,1 Year,Limited,2024-02-25 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
859,HAL - Furnished 3 BR in Downtown Halifax Wifi/Utilities Included,42000.0,2024-02-18 00:34:36+00:00,"Clyde Street, Halifax, Halifax, NS, B3J 2K1",Apartment,3.0,2.5,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/hal-furnished-3-br-in-downtown-halifax-wifi-utilities-included/1641098856,Professional,0.0,1 Year,Limited,2024-02-27 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
860,"137,145,and 149 Walker Avenue- 1-3 BEDROOM APARTMENTS AVAILABLE",12500.0,2024-02-18 00:34:09+00:00,"137, 145, and 149 Walker Avenue, Lower Sackville, NS, B4C 4C2",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/137-145-and-149-walker-avenue-1-3-bedroom-apartments-available/1678020120,Professional,0.0,1 Year,Limited,2024-02-29 00:00:00.000000000,Not Available,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
861,Work in Purdy's Wharf or anywhere else in our global network,1490.0,2024-02-18 00:34:04+00:00,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/work-in-purdys-wharf-or-anywhere-else-in-our-global-network/1520465561,Professional,0.0,1 Year,Limited,2024-03-02 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
