title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
The Vuze - 2 Bedroom Apartment for Rent,2900.,2024-03-08T19:36:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-2-bedroom-apartment-for-rent/1687648292,Kijiji User,Professional,0,1 Year,Limited,"June 1, 2024","1,090",No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
The Vuze - 2 Bedroom Apartment for Rent,2600.,2024-03-08T18:18:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-2-bedroom-apartment-for-rent/1687648293,Kijiji User,Professional,0,1 Year,Limited,"April 1, 2024",840,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
The Vuze - Penthouse  1 Bedroom  Apartment for Rent,2450.,2024-03-08T18:18:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-penthouse-1-bedroom-apartment-for-rent/1687648289,Kijiji User,Professional,0,1 Year,Limited,"December 1, 2021",Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
Spectacular Views from our Studio Units Overlooking the Harbour,1995.,2024-03-08T18:18:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spectacular-views-from-our-studio-units-overlooking-the-harbour/1687648295,Kijiji User,Professional,0,1 Year,Limited,"February 1, 2024",450,No,No,No,,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
1 bed 1 bath pet friendly ,2200.,2024-03-08T17:01:28.000Z,"960 Barrington St, Halifax, B3H 2P7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-pet-friendly/1687641988,Kijiji User,Owner,1,1 Year,Yes,"March 8, 2024",650,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Two Awesome gals looking for 2 student roomies,1000.,2024-03-08T14:36:49.000Z,"Halifax, NS B3J 1A5",Apartment,2 + Den,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-awesome-gals-looking-for-2-student-roomies/1687620891,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024","1,200",No,No,Outdoors only,,,,,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No
South end fully furnish 2 bedroom flat. All utilities included.,2950.,2024-03-08T14:34:33.000Z,"Halifax, NS B3H 2B1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-fully-furnish-2-bedroom-flat-all-utilities-included/1687627675,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024","1,000",Yes,Yes,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
4 Bed 1 Bath Apartment for Sublease,3500.,2024-03-08T01:19:25.000Z,"Halifax, NS B3J 2E9",Apartment,4,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bed-1-bath-apartment-for-sublease/1687596092,Kijiji User,Owner,0,Month-to-month,Limited,"May 1, 2024",1,Yes,Yes,No,,,,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
Renovated 2 Bedroom Unit Close to Quinpool,1949.,2024-03-07T23:21:17.000Z,"6416 London St, Halifax, NS B3L 1X4",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/renovated-2-bedroom-unit-close-to-quinpool/1687587747,Kijiji User,Owner,0,1 Year,Limited,"March 15, 2024",900,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Beds 1 Bath - House (SpryField),1900.,2024-03-07T23:01:35.000Z,"Halifax, NS B3R 1R3",Basement,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-beds-1-bath-house-spryfield/1687586350,Kijiji User,Owner,1,1 Year,Limited,"March 18, 2024",850,No,Yes,No,,,,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
3 Beds 2 Baths - House (Spryfield),2700.,2024-03-07T22:58:02.000Z,"Halifax, NS B3R 1R3",House,3,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-beds-2-baths-house-spryfield/1687586067,Kijiji User,Owner,2,1 Year,Limited,"March 18, 2024","1,500",No,No,No,,,,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
"Carrington Place - 1 Bedroom, 1 Bathroom Apartment for Rent",1935.,2024-03-07T21:30:00.000Z,"26 Carrington PL, Halifax, NS, B3S 1J8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/carrington-place-1-bedroom-1-bathroom-apartment-for-rent/1687576000,Kijiji User,Professional,0,1 Year,Limited,,820,No,No,Yes,,,,,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
Looking for accommodation ,,2024-03-07T19:16:22.000Z,"North St, Halifax, NS, B3M 2B3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-accommodation/1687566128,Kijiji User,Owner,0,1 Year,Yes,"March 31, 2024","1,000",No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Perfect for Students - The Vuze 2 Bed, 1 Bath Apartments!",2600.,2024-03-07T18:30:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/perfect-for-students-the-vuze-2-bed-1-bath-apartments/1687559435,Kijiji User,Professional,0,1 Year,Limited,"May 1, 2024",750,No,No,No,,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
"The Vuze Panoramic 2 Bed, 1.5 Bath Units - Your Urban Retreat!",2900.,2024-03-07T18:24:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-panoramic-2-bed-1-5-bath-units-your-urban-retreat/1687559404,Kijiji User,Professional,0,1 Year,Limited,"February 1, 2024","1,100",No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
1 bed in a 2 bed aprt ,1100.,2024-03-07T15:35:45.000Z,"56 Walter Havill Dr, Halifax, NS B3N 0C3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-in-a-2-bed-aprt/1687544525,Kijiji User,Owner,0,1 Year,No,"March 8, 2024",1,Yes,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Bedroom House in Halifax,,2024-03-07T14:36:45.000Z,"Transom Drive, Halifax, NS",House,3,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-house-in-halifax/1687539386,Kijiji User,Owner,2,1 Year,Limited,"April 1, 2024","2,300",No,No,Outdoors only,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
"Cozy, quiet 2 Bedroom Flat Available June 1st",2250.,2024-03-07T13:03:55.000Z,"Halifax, NS B3N 2M8",Basement,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cozy-quiet-2-bedroom-flat-available-june-1st/1687531723,Kijiji User,Owner,1,1 Year,No,"June 1, 2024",900,No,No,Outdoors only,,,,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Apartment for rent ,1600.,2024-03-07T12:49:49.000Z,"Halifax, NS, B3H 3M5",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-rent/1682222736,Kijiji User,Owner,1,Month-to-month,No,"April 1, 2024",300,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
【For Rent】Fully Furnished Nice 1 Bed Condo Near Dalhousie Univer,2200.,2024-03-07T02:28:41.000Z,"Coburg Road, Halifax, NS",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/for-rent-fully-furnished-nice-1-bed-condo-near-dalhousie-univer/1687505874,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024","2,110",Yes,No,Outdoors only,,,,,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
Two bedroom unit available in housing co-operative on June 1,846.,2024-03-07T01:15:44.000Z,"Halifax, NS B3K 4N2",Duplex/Triplex,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-unit-available-in-housing-co-operative-on-june-1/1687501113,Kijiji User,Owner,0,1 Year,Limited,"June 1, 2024",900,No,No,Outdoors only,,,,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No
Charming Country Retreat with Modern Comforts!,2000.,2024-03-07T00:09:59.000Z,"586 Pockwock Road, Upper Hammonds Plains, NS, B2N 1N2",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-country-retreat-with-modern-comforts/1684535137,Kijiji User,Professional,1,1 Year,Yes,"March 1, 2024",Not Available,No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
"New Apartment, WEST END  #302 6433 Young Street - Halifax",2100.,2024-03-06T22:17:06.000Z,"6433 Young Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-apartment-west-end-302-6433-young-street-halifax/1687487289,Kijiji User,Owner,0,1 Year,Yes,"April 1, 2024",790,No,Yes,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
1 bedroom in a 5 bedroom apartment.,930.,2024-03-06T20:55:04.000Z,"Seymour Street, Halifax, NS",Apartment,1,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-a-5-bedroom-apartment/1687479630,Kijiji User,Owner,0,Month-to-month,No,"May 1, 2024","1,200",Yes,No,No,,,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Beautiful Apartment at 5684 West Street, Halifax, NS, Canada",2050.,2024-03-06T17:27:54.000Z,"Halifax, NS B3K 1H7",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-apartment-at-5684-west-street-halifax-ns-canada/1687459793,Kijiji User,Owner,0,1 Year,Limited,"April 5, 2024",560,No,Yes,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Ocean view new condo with 2 bedrooms + two bathrooms  for rent.,2900.,2024-03-06T16:26:06.000Z,"1048 Wellington Street, Halifax, NS",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ocean-view-new-condo-with-2-bedrooms-two-bathrooms-for-rent/1687453978,Kijiji User,Owner,1,1 Year,Limited,"June 13, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1 Bedroom Apt - Avail June 1st in  Popular North End Halifax,1695.,2024-03-21T13:57:13.000Z,"3210 Agricola Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apt-avail-june-1st-in-popular-north-end-halifax/1688832358,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
LUXURY 1 BED + DEN IN BEDFORD,,2024-03-26T01:52:54.000Z,"230 Larry Uteck Blvd, Bedford, NS, B3N 0N1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/luxury-1-bed-den-in-bedford/1646233967,Kijiji User,Professional,0,1 Year,No,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
2 Bedroom + DEN Penthouse in Halifax for April,4195.,2024-03-25T18:57:23.000Z,"5450 Kaye Street, Halifax, NS, B3K 0G7",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-den-penthouse-in-halifax-for-april/1679579341,Kijiji User,Professional,0,1 Year,No,"April 1, 2024","1,437",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
LOVELY 1 BEDROOM AVAILABLE IN CLAYTON PARK,1839.,2024-03-26T21:01:55.000Z,"85 Westgrove, 241 Willett Street, 235 Willett Street, Halifax, NS, B3M 3L7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-1-bedroom-available-in-clayton-park/1688104514,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes
LARGE 2 BEDROOM AVAILABLE,,2024-03-26T01:52:35.000Z,"30 Ridgevalley Road, Halifax, NS, B3P 2J8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-2-bedroom-available/1688104521,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,,2024-03-26T01:52:16.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
2 bedroom. Avail. May 1st. $2100/month (Utils incld),2100.,2024-03-06T15:04:05.000Z,"Auburn Ave, Halifax, B3K 1R4",House,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-avail-may-1st-2100-month-utils-incld/1687445748,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024","1,200",No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Apartment,1750.,2024-03-06T05:16:27.000Z,"Tobin Street, Halifax, NS",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment/1687422157,Kijiji User,Owner,0,1 Year,No,"June 1, 2024",460,No,No,No,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
Sharing room available for rent,475.,2024-03-05T22:47:36.000Z,"Halifax, NS B3J 1B4",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sharing-room-available-for-rent/1687393343,Kijiji User,Owner,0,1 Year,No,"March 31, 2024","1,050",No,No,No,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes
Bright Bachelor available June 01 move in,1250.,2024-03-05T18:58:35.000Z,"5760 Inglis Street, Halifax, NS",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-bachelor-available-june-01-move-in/1687369634,Kijiji User,Owner,0,1 Year,Limited,"June 1, 2024",500,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
1 bedroom basement apartment for rent for April 1,1500.,2024-03-05T18:48:17.000Z,"Halifax, NS B3R 0C4",Basement,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-basement-apartment-for-rent-for-april-1/1687368523,Kijiji User,Owner,0,1 Year,Limited,"April 1, 2024",720,No,No,No,,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Lease takeover for May 1st,966.,2024-03-05T18:40:29.000Z,"6409 Quinpool Rd, Halifax, NS B3L 1A7",Apartment,3,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-takeover-for-may-1st/1687367557,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024","2,600",No,Yes,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Sublease Apartment for Summer (The Vuze),2600.,2024-03-05T18:02:23.000Z,"5633 Fenwick Street, Halifax, NS",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sublease-apartment-for-summer-the-vuze/1687362998,Kijiji User,Owner,0,Month-to-month,No,"May 1, 2024",850,Yes,No,No,,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
2 bed 1 bath May 1st lease takeover,1530.,2024-03-05T17:37:08.000Z,"Robie St, Halifax, NS B3K 4R8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-1-bath-may-1st-lease-takeover/1687359949,Kijiji User,Owner,1,1 Year,No,"May 1, 2024",800,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
The Vuze 1 bedroom sublet ,1675.,2024-03-05T17:25:15.000Z,"5633 Fenwick St, Halifax, B3H 1R2",,,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-1-bedroom-sublet/1687358673,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Spacious Downtown Victorian Flat,2250.,2024-03-05T14:26:59.000Z,"Halifax, NS B3H 1P5",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-downtown-victorian-flat/1687339327,Kijiji User,Owner,0,1 Year,Yes,"April 1, 2024","1,000",No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
SUBLET: 1 Bedroom in 4 person house ,1000.,2024-03-05T12:25:51.000Z,"Poplar St, Halifax, B3L 2Y6",,,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sublet:-1-bedroom-in-4-person-house/1687331135,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
New 3+1 Bedroom House for Rent,2800.,2024-03-05T03:12:45.000Z,"Gala Court, Halifax, NS",House,3 + Den,4,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-3-1-bedroom-house-for-rent/1687314943,Kijiji User,Owner,2,1 Year,Limited,"May 4, 2024","2,000",No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
3 bedroom house,2400.,2024-03-04T21:18:37.000Z,"Halifax, NS B3K 4B5",House,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-house/1687285475,Kijiji User,Owner,1,1 Year,Limited,"April 1, 2024",1,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
New Building in Enfield Now Open - Breath Taking River Views!,2200.,2024-03-04T00:39:45.000Z,"157 Trunk 2, Enfield, NS, B2T 1C8",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-building-in-enfield-now-open-breath-taking-river-views/1673998945,Kijiji User,Professional,1,1 Year,Yes,,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
Fully renovated 3 bedroom townhouse available on April 1st ,2850.,2024-03-04T00:37:40.000Z,"Gainsborough Pl, Halifax, NS B3K 5R8",Condo,2 + Den,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fully-renovated-3-bedroom-townhouse-available-on-april-1st/1687207560,Kijiji User,Owner,1,1 Year,Limited,"April 1, 2024","1,500",No,Yes,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bedroom condo for rent,2480.,2024-03-03T19:37:39.000Z,"Larry Uteck Boulevard, Halifax, NS",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-condo-for-rent/1687178648,Kijiji User,Owner,1,1 Year,No,"April 1, 2024","1,200",Yes,No,Outdoors only,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
Bright & Modern 1 BED | 1 BATH | Dutch Village Road,1725.,2024-03-03T15:21:29.000Z,"Dutch Village Road, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-modern-1-bed-1-bath-dutch-village-road/1687151389,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",700,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No
"2 beds 1.5 baths for rent from May 1, 2024 in Fairview Halifax",2200.,2024-03-03T12:59:07.000Z,"Rosedale Ave, Halifax, NS B3N 2J2",House,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-beds-1-5-baths-for-rent-from-may-1-2024-in-fairview-halifax/1687138893,Kijiji User,Owner,2,1 Year,Yes,"May 1, 2024","1,100",No,No,Outdoors only,,,,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Downtown Bachelor Apartment,1440.,2024-03-02T17:29:31.000Z,"Halifax, NS B3H",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-bachelor-apartment/1687082961,Kijiji User,Owner,0,Month-to-month,No,"April 15, 2024",355,Yes,No,Outdoors only,,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
"3 Bedroom, 3 Bathroom - EVERYTHING INCLUDED!",3000.,2024-03-02T17:07:54.000Z,"Halifax, NS B3N 2N4",Apartment,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-3-bathroom-everything-included/1687080752,Kijiji User,Owner,1,1 Year,No,"April 1, 2024","1,500",No,Yes,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
"2 Bedroom Apartment, $2300 includes heat and lights",2300.,2024-03-02T15:01:38.000Z,"16 Birches Dr, Halifax, NS B3N 1J1",Duplex/Triplex,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-apartment-2300-includes-heat-and-lights/1687068440,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024",950,No,No,No,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
The Nook - 2 Bedroom Apartment for Rent,2700.,2024-03-02T12:42:01.000Z,"5601 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-nook-2-bedroom-apartment-for-rent/1687057235,Kijiji User,Professional,0,1 Year,No,"June 1, 2024",905,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bedroom Basement Apartment North End Halifax,1750.,2024-03-02T03:35:26.000Z,"Halifax, NS B3K 2S1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-basement-apartment-north-end-halifax/1687043635,Kijiji User,Owner,0,1 Year,Yes,"April 1, 2024",600,No,Yes,No,,,,,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
"2 Bedroom, 2 level duplex, North End Hfx $2400, Available May 1",2400.,2024-03-02T02:30:24.000Z,"3861 Kencrest Ave, Halifax, NS B3K 3L4",Duplex/Triplex,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-2-level-duplex-north-end-hfx-2400-available-may-1/1687037871,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024","1,200",No,No,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
Apartment for rent,2925.,2024-03-02T01:35:22.000Z,"Chestnut Street, Halifax, NS",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-rent/1687032601,Kijiji User,Owner,2,Month-to-month,Yes,"April 30, 2024",40,No,Yes,Outdoors only,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
The Liam Sackville Dr 2 Bedroom Ready for June 1st,2550.,2024-03-02T00:11:11.000Z,"533 Sackville Dr., Lower Sackville, NS, B4C 2S1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-liam-sackville-dr-2-bedroom-ready-for-june-1st/1684054599,Kijiji User,Professional,1,1 Year,No,"June 1, 2024",Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
Somerset Place Apartments - Bachelor available at 1030 South Par,1780.,2024-03-02T00:11:09.000Z,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/somerset-place-apartments-bachelor-available-at-1030-south-par/1684053352,Kijiji User,Professional,0,1 Year,Yes,,500,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No
Park Victoria Apartments - 2 Bdrm available at 1333 South Park S,2640.,2024-03-02T00:11:09.000Z,"1333 South Park Street, Halifax, NS, B3J 2K9",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/park-victoria-apartments-2-bdrm-available-at-1333-south-park-s/1684053329,Kijiji User,Professional,0,1 Year,Yes,"April 1, 2024",830,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
Park Victoria Apartments - 1 Bdrm available at 1333 South Park S,2110.,2024-03-01T21:36:00.000Z,"1333 South Park Street, Halifax, NS, B3J 2K9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/park-victoria-apartments-1-bdrm-available-at-1333-south-park-s/1687001289,Kijiji User,Professional,0,1 Year,Yes,,614,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
"Spring Garden - 1 Bdrm available at 5770 Spring Garden Road, Hal",2100.,2024-03-01T21:30:00.000Z,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spring-garden-1-bdrm-available-at-5770-spring-garden-road-hal/1687001293,Kijiji User,Professional,0,1 Year,Yes,,743,No,No,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
