,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space,postal_code,rate_per_sqft,location,lat,long,region
435,The Vuze - 2 Bedroom Apartment for Rent,2600.0,2024-03-08 18:18:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-2-bedroom-apartment-for-rent/1687648293,Professional,0.0,1 Year,Limited,2024-04-01 00:00:00+00:00,840.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3H 1R1,3.1,"5633, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6380516,-63.5755447,South End Halifax
436,The Vuze - Penthouse  1 Bedroom  Apartment for Rent,2450.0,2024-03-08 18:18:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-penthouse-1-bedroom-apartment-for-rent/1687648289,Professional,0.0,1 Year,Limited,2021-12-01 00:00:00+00:00,500.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,False,B3H 1R1,4.9,"5633, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6380516,-63.5755447,South End Halifax
437,Spectacular Views from our Studio Units Overlooking the Harbour,1995.0,2024-03-08 18:18:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spectacular-views-from-our-studio-units-overlooking-the-harbour/1687648295,Professional,0.0,1 Year,Limited,2024-02-01 00:00:00+00:00,450.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,B3H 1R1,4.43,"5633, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6380516,-63.5755447,South End Halifax
438,1 bed 1 bath pet friendly ,2200.0,2024-03-08 17:01:28+00:00,"960 Barrington St, Halifax, B3H 2P7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-pet-friendly/1687641988,Owner,1.0,1 Year,Yes,2024-03-08 00:00:00+00:00,650.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,B3H 2P7,3.38,"960, Barrington Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2P7, Canada",44.6352037,-63.5699691,South End Halifax
439,Two Awesome gals looking for 2 student roomies,1000.0,2024-03-08 14:36:49+00:00,"Halifax, NS B3J 1A5",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-awesome-gals-looking-for-2-student-roomies/1687620891,Owner,1.0,1 Year,Limited,2024-05-01 00:00:00+00:00,1200.0,False,False,outdoors only,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,B3J 1A5,0.83,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Downtown Halifax
440,South end fully furnish 2 bedroom flat. All utilities included.,2950.0,2024-03-08 14:34:33+00:00,"Halifax, NS B3H 2B1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-fully-furnish-2-bedroom-flat-all-utilities-included/1687627675,Owner,1.0,1 Year,Limited,2024-05-01 00:00:00+00:00,1000.0,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,B3H 2B1,2.95,,,,South End Halifax
441,4 Bed 1 Bath Apartment for Sublease,3500.0,2024-03-08 01:19:25+00:00,"Halifax, NS B3J 2E9",Apartment,4.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bed-1-bath-apartment-for-sublease/1687596092,Owner,0.0,Month-to-month,Limited,2024-05-01 00:00:00+00:00,1.0,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,B3J 2E9,3500.0,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Downtown Halifax
442,Renovated 2 Bedroom Unit Close to Quinpool,1949.0,2024-03-07 23:21:17+00:00,"6416 London St, Halifax, NS B3L 1X4",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/renovated-2-bedroom-unit-close-to-quinpool/1687587747,Owner,0.0,1 Year,Limited,2024-03-15 00:00:00+00:00,900.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3L 1X4,2.17,"6416, London Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 1X4, Canada",44.6524946,-63.6077616,West End of Halifax
445,"Carrington Place - 1 Bedroom, 1 Bathroom Apartment for Rent",1935.0,2024-03-07 21:30:00+00:00,"26 Carrington PL, Halifax, NS, B3S 1J8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/carrington-place-1-bedroom-1-bathroom-apartment-for-rent/1687576000,Professional,0.0,1 Year,Limited,2024-03-31 00:00:00+00:00,820.0,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,B3S 1J8,2.36,,,,Clayton Park
446,Looking for accommodation ,1995.0,2024-03-07 19:16:22+00:00,"North St, Halifax, NS, B3M 2B3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-accommodation/1687566128,Owner,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,1000.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3M 2B3,2.0,"North Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 1L2, Canada",44.6485265,-63.6032946,Larry Uteck
447,"Perfect for Students - The Vuze 2 Bed, 1 Bath Apartments!",2600.0,2024-03-07 18:30:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/perfect-for-students-the-vuze-2-bed-1-bath-apartments/1687559435,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,750.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,B3H 1R1,3.47,"5633, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6380516,-63.5755447,South End Halifax
448,"The Vuze Panoramic 2 Bed, 1.5 Bath Units - Your Urban Retreat!",2900.0,2024-03-07 18:24:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-panoramic-2-bed-1-5-bath-units-your-urban-retreat/1687559404,Professional,0.0,1 Year,Limited,2024-02-01 00:00:00+00:00,1100.0,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,B3H 1R1,2.64,"5633, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6380516,-63.5755447,South End Halifax
449,1 bed in a 2 bed aprt ,1100.0,2024-03-07 15:35:45+00:00,"56 Walter Havill Dr, Halifax, NS B3N 0C3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-in-a-2-bed-aprt/1687544525,Owner,0.0,1 Year,No,2024-03-08 00:00:00+00:00,1.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3N 0C3,1100.0,"StoneRidge Tower, 56, Walter Havill Drive, Fairmount Ridge, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3N 0C3, Canada",44.6317626,-63.63274855299672,Fairview Halifax
452,Apartment for rent ,1600.0,2024-03-07 12:49:49+00:00,"Halifax, NS, B3H 3M5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-rent/1682222736,Owner,1.0,Month-to-month,No,2024-04-01 00:00:00+00:00,300.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3H 3M5,5.33,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,South End Halifax
455,Charming Country Retreat with Modern Comforts!,2000.0,2024-03-07 00:09:59+00:00,"586 Pockwock Road, Upper Hammonds Plains, NS, B2N 1N2",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-country-retreat-with-modern-comforts/1684535137,Professional,1.0,1 Year,Yes,2024-03-01 00:00:00+00:00,500.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,B2N 1N2,4.0,,,,Unknown
456,"New Apartment, WEST END  #302 6433 Young Street - Halifax",2100.0,2024-03-06 22:17:06+00:00,"6433 Young Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-apartment-west-end-302-6433-young-street-halifax/1687487289,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,790.0,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True,False,,2.66,"6433, Young Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 2A1, Canada",44.6539721,-63.6104523,Unknown
457,1 bedroom in a 5 bedroom apartment.,930.0,2024-03-06 20:55:04+00:00,"Seymour Street, Halifax, NS",Apartment,1.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-a-5-bedroom-apartment/1687479630,Owner,0.0,Month-to-month,No,2024-05-01 00:00:00+00:00,1200.0,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,False,,0.78,"Seymour Street, Marlborough Woods, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 3M6, Canada",44.6381223,-63.5892677,Unknown
467,1 Bedroom Apartment,1750.0,2024-03-06 05:16:27+00:00,"Tobin Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment/1687422157,Owner,0.0,1 Year,No,2024-06-01 00:00:00+00:00,460.0,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,,3.8,"Tobin Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1S3, Canada",44.6390609,-63.5718388,South End Halifax
468,Sharing room available for rent,475.0,2024-03-05 22:47:36+00:00,"Halifax, NS B3J 1B4",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sharing-room-available-for-rent/1687393343,Owner,0.0,1 Year,No,2024-03-31 00:00:00+00:00,1050.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,B3J 1B4,0.45,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Downtown Halifax
469,Bright Bachelor available June 01 move in,1250.0,2024-03-05 18:58:35+00:00,"5760 Inglis Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-bachelor-available-june-01-move-in/1687369634,Owner,0.0,1 Year,Limited,2024-06-01 00:00:00+00:00,500.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,,2.5,"5760, Inglis Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1K6, Canada",44.6337041,-63.57745182355281,South End Halifax
471,Lease takeover for May 1st,966.0,2024-03-05 18:40:29+00:00,"6409 Quinpool Rd, Halifax, NS B3L 1A7",Apartment,3.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-takeover-for-may-1st/1687367557,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,2600.0,False,True,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3L 1A7,0.37,"6409, Quinpool Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 1A7, Canada",44.6445883,-63.6006788,West End of Halifax
472,Sublease Apartment for Summer (The Vuze),2600.0,2024-03-05 18:02:23+00:00,"5633 Fenwick Street, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sublease-apartment-for-summer-the-vuze/1687362998,Owner,0.0,Month-to-month,No,2024-05-01 00:00:00+00:00,850.0,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,,3.06,"5633, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6380516,-63.5755447,South End Halifax
473,2 bed 1 bath May 1st lease takeover,1530.0,2024-03-05 17:37:08+00:00,"Robie St, Halifax, NS B3K 4R8",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-1-bath-may-1st-lease-takeover/1687359949,Owner,1.0,1 Year,No,2024-05-01 00:00:00+00:00,800.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3K 4R8,1.91,"Robie Street, Convoy Place, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 4R9, Canada",44.6629964,-63.6073106,North End Halifax
475,Spacious Downtown Victorian Flat,2250.0,2024-03-05 14:26:59+00:00,"Halifax, NS B3H 1P5",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-downtown-victorian-flat/1687339327,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,1000.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,B3H 1P5,2.25,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,South End Halifax
479,New Building in Enfield Now Open - Breath Taking River Views!,2200.0,2024-03-04 00:39:45+00:00,"157 Trunk 2, Enfield, NS, B2T 1C8",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-building-in-enfield-now-open-breath-taking-river-views/1673998945,Professional,1.0,1 Year,Yes,2024-05-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,B2T 1C8,4.4,"Highway 2, Enfield, Halifax Regional Municipality, Halifax County, Nova Scotia, B2T 1C8, Canada",44.9280094,-63.5359968,Unknown
482,Bright & Modern 1 BED | 1 BATH | Dutch Village Road,1725.0,2024-03-03 15:21:29+00:00,"Dutch Village Road, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-modern-1-bed-1-bath-dutch-village-road/1687151389,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,700.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,,2.46,"Dutch Village Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3N 2T1, Canada",44.6580758,-63.6324931,Unknown
484,Downtown Bachelor Apartment,1440.0,2024-03-02 17:29:31+00:00,"Halifax, NS B3H",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-bachelor-apartment/1687082961,Owner,0.0,Month-to-month,No,2024-04-15 00:00:00+00:00,355.0,True,False,outdoors only,False,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,False,,4.06,,,,Unknown
485,"3 Bedroom, 3 Bathroom - EVERYTHING INCLUDED!",3000.0,2024-03-02 17:07:54+00:00,"Halifax, NS B3N 2N4",Apartment,3.0,3.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-3-bathroom-everything-included/1687080752,Owner,1.0,1 Year,No,2024-04-01 00:00:00+00:00,1500.0,False,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,B3N 2N4,2.0,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Fairview Halifax
487,The Nook - 2 Bedroom Apartment for Rent,2700.0,2024-03-02 12:42:01+00:00,"5601 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-nook-2-bedroom-apartment-for-rent/1687057235,Professional,0.0,1 Year,No,2024-06-01 00:00:00+00:00,905.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3H 1R1,2.98,"Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1R1, Canada",44.6375649,-63.5753605,South End Halifax
488,2 Bedroom Basement Apartment North End Halifax,1750.0,2024-03-02 03:35:26+00:00,"Halifax, NS B3K 2S1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-basement-apartment-north-end-halifax/1687043635,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,600.0,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,B3K 2S1,2.92,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,North End Halifax
490,Apartment for rent,2925.0,2024-03-02 01:35:22+00:00,"Chestnut Street, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-rent/1687032601,Owner,2.0,Month-to-month,Yes,2024-04-30 00:00:00+00:00,40.0,False,True,outdoors only,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,,73.12,"Chestnut Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2G3, Canada",44.6417526,-63.5949651,Unknown
491,The Liam Sackville Dr 2 Bedroom Ready for June 1st,2550.0,2024-03-02 00:11:11+00:00,"533 Sackville Dr., Lower Sackville, NS, B4C 2S1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-liam-sackville-dr-2-bedroom-ready-for-june-1st/1684054599,Professional,1.0,1 Year,No,2024-06-01 00:00:00+00:00,500.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,B4C 2S1,5.1,"533, Sackville Drive, Sackville Business District, Lower Sackville, Halifax Regional Municipality, Halifax County, Nova Scotia, B4C 2S1, Canada",44.7671643,-63.6824107,Unknown
492,Somerset Place Apartments - Bachelor available at 1030 South Par,1780.0,2024-03-02 00:11:09+00:00,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/somerset-place-apartments-bachelor-available-at-1030-south-par/1684053352,Professional,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,B3J 2K9,3.56,"Somerset Place, 1030, South Park Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2W3, Canada",44.63530235,-63.57682805267436,South End Halifax
493,Park Victoria Apartments - 2 Bdrm available at 1333 South Park S,2640.0,2024-03-02 00:11:09+00:00,"1333 South Park Street, Halifax, NS, B3J 2K9",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/park-victoria-apartments-2-bdrm-available-at-1333-south-park-s/1684053329,Professional,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,830.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,B3J 2K9,3.18,"Victoria Park, 1333, South Park Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 2L1, Canada",44.64103165,-63.57958666863994,Downtown Halifax
494,Park Victoria Apartments - 1 Bdrm available at 1333 South Park S,2110.0,2024-03-01 21:36:00+00:00,"1333 South Park Street, Halifax, NS, B3J 2K9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/park-victoria-apartments-1-bdrm-available-at-1333-south-park-s/1687001289,Professional,0.0,1 Year,Yes,2024-08-01 00:00:00+00:00,614.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,B3J 2K9,3.44,"Victoria Park, 1333, South Park Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 2L1, Canada",44.64103165,-63.57958666863994,Downtown Halifax
495,"Spring Garden - 1 Bdrm available at 5770 Spring Garden Road, Hal",2100.0,2024-03-01 21:30:00+00:00,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spring-garden-1-bdrm-available-at-5770-spring-garden-road-hal/1687001293,Professional,0.0,1 Year,Yes,2024-08-01 00:00:00+00:00,743.0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True,B3H 4J8,2.83,,,,South End Halifax
496,19 Twenty Apartments - 1 Bdrm available at 1920 Brunswick Street,2200.0,2024-03-01 21:06:00+00:00,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-1-bdrm-available-at-1920-brunswick-street/1687001290,Professional,0.0,1 Year,Yes,2024-08-01 00:00:00+00:00,700.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,B3J 0C5,3.14,,,,Downtown Halifax
499,"Stonecrest Village - 1 Bdrm - 79,81 Radcliffe Drive & 80,85,90, ",1895.0,2024-03-01 00:09:24+00:00,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stonecrest-village-1-bdrm-79-81-radcliffe-drive-80-85-90/1681441698,Professional,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,780.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,True,B3M 4L4,2.43,"81, Radcliffe Drive, Sheffield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 4P2, Canada",44.6668671,-63.6608192868901,Larry Uteck
500,"Ocean Brook Apartments - 2 Bdrm available at 40 Charlotte Lane, ",2385.0,2024-03-01 00:09:24+00:00,"40 Charlotte Lane, Halifax, NS, B3M 4M2",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ocean-brook-apartments-2-bdrm-available-at-40-charlotte-lane/1681441733,Professional,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,1470.0,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,False,False,B3M 4M2,1.62,,,,Larry Uteck
501,"Spring Garden - 2 Bdrm available at 5770 Spring Garden Road, Hal",2655.0,2024-03-01 00:09:24+00:00,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spring-garden-2-bdrm-available-at-5770-spring-garden-road-hal/1681441715,Professional,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,1005.0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True,B3H 4J8,2.64,,,,South End Halifax
502,"Ocean Brook Apartments - 1 Bdrm available at 40 Charlotte Lane, ",1985.0,2024-03-01 00:09:23+00:00,"40 Charlotte Lane, Halifax, NS, B3M 4M2",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ocean-brook-apartments-1-bdrm-available-at-40-charlotte-lane/1681441587,Professional,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,900.0,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,False,False,B3M 4M2,2.21,,,,Larry Uteck
512,"The Macdonald - 1 Bdrm available at 5885 Cunard Street, Halifax ",2050.0,2024-02-29 00:09:16+00:00,"5885 Cunard Street, Halifax, NS, B3K 1E3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-macdonald-1-bdrm-available-at-5885-cunard-street-halifax/1679027552,Professional,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,760.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,B3K 1E3,2.7,"Macdonald Apartments, 5885, Cunard Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1E3, Canada",44.6513454,-63.5914571,North End Halifax
513,"Cunard Apartments - 1 Bdrm available at 2065 Brunswick Street, H",1950.0,2024-02-29 00:08:40+00:00,"2065 Brunswick Street, Halifax, NS, B3K 5T8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cunard-apartments-1-bdrm-available-at-2065-brunswick-street-h/1678985008,Professional,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,572.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,True,B3K 5T8,3.41,"Cunard Apartments, 2065, Brunswick Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 5T8, Canada",44.6526576,-63.58008187448979,Downtown Halifax
515,"One bedroom one living room for rental in Halifax, Downtown",1850.0,2024-02-28 17:38:44+00:00,"Halifax, NS B3H 1B9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-one-living-room-for-rental-in-halifax-downtown/1686738773,Owner,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,50.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,B3H 1B9,37.0,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,South End Halifax
516,1 BEDROOM 1 BATHROOM FAIRVIEW APARTMENT EVERYTHING INCLUDED,1875.0,2024-02-28 11:10:16+00:00,"Halifax, NS B3M",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-1-bathroom-fairview-apartment-everything-included/1671849440,Owner,1.0,1 Year,No,2024-03-01 00:00:00+00:00,900.0,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,,2.08,,,,Unknown
517,"The Macdonald - 2 Bdrm available at 5885 Cunard Street, Halifax ",2495.0,2024-02-28 00:08:46+00:00,"5885 Cunard Street, Halifax, NS, B3K 1E3",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-macdonald-2-bdrm-available-at-5885-cunard-street-halifax/1670698633,Professional,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,961.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,B3K 1E3,2.6,"Macdonald Apartments, 5885, Cunard Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1E3, Canada",44.6513454,-63.5914571,North End Halifax
